http://pathwaycommons.org/pc2/Pathway_c1242d9f78364f4cb746203da3c07c22,S-adenosyl-L-methionine,4143 4144 27430
http://pathwaycommons.org/pc2/Pathway_c19402b6fa6f192a9980c86442c22f35,tyrosine,5053
http://pathwaycommons.org/pc2/Pathway_c294794f5a13656ccf1e04d4f357cb8b,superpathway,10423 9896 3632 3633 3635 27124 51763 3636 9807 51447 117283 253430 64768 3705 3706 3707 80271 9562 64419 8897 4952 55361 55300 5297 5298 5286 5287 5288 5289 5290 5291 5293 5294 5295 5296 8503 30849 23533 146850 200576 5305 8396 79837 90809 55529 8394 8395 23396 138429 23236 5330 5331 5332 5333 113026 84812 51196 5335 5336 23007 9651 89869 9677 23262 5728 22908 8867 8871
http://pathwaycommons.org/pc2/Pathway_c297611adc93fafa85e92d84ae7fa371,zymosterol,1595 51478 3930 6307 50814 7108
http://pathwaycommons.org/pc2/Pathway_c2e67dfbfd53d851f926064b3e1ff678,NAD,10135 64802 23057 349565
http://pathwaycommons.org/pc2/Pathway_c36548b19ec4962053ddf701866bb187,L-glutamine,5188 55278
http://pathwaycommons.org/pc2/Pathway_c5ff8136ddd169a77d3d97931bb536ee,1D-myo-inositol,253430 64768 3705
http://pathwaycommons.org/pc2/Pathway_c60f9c536cfc9f777bf76baa50f4c643,citrulline-nitric,435 445 4842 4843 4846
http://pathwaycommons.org/pc2/Pathway_ca278caf3b31907f38aee8b7de572b06,proline,5832 5831 29920 65263
http://pathwaycommons.org/pc2/Pathway_cae1fe7c8ddf73a2029085c5df93f5a3,salvage,57379 978 7083 7084 1890
http://pathwaycommons.org/pc2/Pathway_cba1906515789d09d23dafc7d503d20e,triacylglycerol,26090 57406 1056 3990 3991 8513 9388 11343 5406 5408 119548 57104 80339 8228
http://pathwaycommons.org/pc2/Pathway_cceaf981940b905978ee42ec5f87cb9f,tetrahydrobiopterin,2643 5805 6697
http://pathwaycommons.org/pc2/Pathway_cdf7d5f69acaae776618324162e657e5,tRNA,16 57505 833 79587 1615 55157 124454 2058 10667 2193 10056 2617 3035 23438 3376 55699 3735 51520 23395 4141 92935 4677 79731 25973 5859 5917 57038 6301 54938 6897 80222 123283 7407 57176 7453 10352 8565 51067
http://pathwaycommons.org/pc2/Pathway_d179cd6dd2f425dc21955e490a9aaa0b,galactose,2582 2584 130589 2592
http://pathwaycommons.org/pc2/Pathway_d3d99e58336fd556e175ada47decc82e,phosphatidylcholine,10390 1119 1120 56994 5130 9468
http://pathwaycommons.org/pc2/Pathway_d4848a04f9762d4557e6e1bd754f3cf0,serotonin,125 130 217 224 4128 4129 6817 6799 6818 445329 7365 10720
http://pathwaycommons.org/pc2/Pathway_d4b26a7b0ae788ccffafcd1c0f12db4b,D-myo-inositol,253430 3705
http://pathwaycommons.org/pc2/Pathway_d4e5c71d5ebbe4418b1b044be52d86b3,geranylgeranyldiphosphate,9453
http://pathwaycommons.org/pc2/Pathway_d5f77ee2ca8b9144cee2119a8a00ee6d,asparagine,374569 80150
http://pathwaycommons.org/pc2/Pathway_d665b5fcafda9dd1279dd60f5d85ccce,catecholamine,1621 1644 5409
http://pathwaycommons.org/pc2/Pathway_d6781448892a0234ab46317d0a04cb19,inositol,9807 51447 117283 253430 64768 9677 23262
http://pathwaycommons.org/pc2/Pathway_d68fc4b05c034d0dab0505b400791eac,3-phosphoinositide,10423 9896 55361 55300 5297 5298 5286 5287 5288 5289 5290 5291 5293 5294 5295 5296 8503 30849 23533 146850 200576 8396 8394 8395 23396 138429 22908
http://pathwaycommons.org/pc2/Pathway_d71bcd08ebbb09d51b2b4164d8c665ab,glycine,6470 6472
http://pathwaycommons.org/pc2/Pathway_d731387a2c7b43b795f1833d2ef9aa51,adenosine,100 113179 84618 22978 51251 4907 4860 7498
http://pathwaycommons.org/pc2/Pathway_d73872be1aa198d894fed8eda9d018a7,sulfite,6821
http://pathwaycommons.org/pc2/Pathway_d76efe741d50d745bd8a5ae6b69b711f,fatty,30 10449 23205 81616 2180 2181 2182 51703 23305 1892 1632 10455 1962 3033 3030 3032 3028 11001
